Product ID,Product Name,Category,Price,Discount,Tax Rate,Stock Level,Supplier ID,Customer Age Group,Customer Location,Customer Gender,Shipping Cost,Shipping Method,Return Rate,Seasonality,Popularity Index
P6375,Biographies,Books,1329.69,10,8,276,S636,25-34,"Toronto, Canada",Non-Binary,3.35,Overnight,4.46,No,56
P7633,T-shirt,Apparel,134.91,15,10,165,S772,25-34,"Paris, France",Non-Binary,31.26,Standard,14.99,Yes,67
P7720,Sandals,Footwear,1794.72,5,8,299,S713,18-24,"Toronto, Canada",Male,21.33,Express,17,No,15
P6677,Graphic Novels,Books,376.36,15,10,214,S970,35-44,"Sydney, Australia",Female,35.12,Standard,8.28,Yes,17
P5494,Skirt,Apparel,89.11,15,10,314,S787,35-44,Singapore,Female,37.32,Overnight,17.65,No,10
P6930,Air Conditioner,Home Appliances,1220.81,25,15,369,S586,18-24,"Los Angeles, USA",Non-Binary,5.03,Express,18.06,Yes,3
P5911,Slippers,Footwear,1471.47,10,12,237,S115,35-44,"Mumbai, India",Female,11.35,Standard,9.24,Yes,98
P5378,Headphones,Electronics,306.18,15,8,379,S672,35-44,"Mumbai, India",Male,0.03,Overnight,9.74,Yes,18
P1271,Sweater,Apparel,1619.98,5,5,174,S471,45-54,"Berlin, Germany",Female,17.62,Standard,9.08,Yes,19
P5666,Non-Fiction,Books,1595.11,5,10,344,S791,55+,"Chicago, USA",Male,16.11,Standard,6.48,Yes,51
P2973,Jeans,Apparel,908.92,0,5,197,S769,35-44,"London, UK",Non-Binary,14.01,Standard,13.19,No,83
P1560,Blender,Home Appliances,1296.02,25,8,378,S139,55+,"Cape Town, South Africa",Male,41.92,Express,11.24,No,75
P2140,Graphic Novels,Books,1483.1,0,15,360,S578,18-24,"Mumbai, India",Non-Binary,14.94,Overnight,3.03,Yes,42
P2544,Speaker,Electronics,721.9,15,15,84,S130,55+,"Houston, USA",Female,36.88,Overnight,7.77,Yes,19
P1539,Tablet,Electronics,846.42,10,8,500,S348,35-44,"Cape Town, South Africa",Female,26.93,Overnight,13.2,No,13
P4172,Flats,Footwear,335.63,5,5,57,S716,35-44,Singapore,Female,32.11,Express,15.23,No,22
P3735,Biographies,Books,806.81,20,15,428,S512,45-54,"Phoenix, USA",Female,49.99,Standard,9.92,No,38
P3959,Non-Fiction,Books,1410.18,0,12,376,S775,35-44,"Toronto, Canada",Female,11.3,Standard,17.85,Yes,32
P4714,Graphic Novels,Books,1209.6,25,12,224,S699,18-24,"London, UK",Non-Binary,8.62,Standard,1.31,Yes,6
P4436,Refrigerator,Home Appliances,1287.36,20,8,154,S870,55+,"Los Angeles, USA",Male,43.42,Express,13.5,No,62
P3886,Blender,Home Appliances,1707.64,0,8,181,S481,45-54,"Houston, USA",Female,12.69,Express,6.68,No,45
P8946,Flats,Footwear,690.04,20,8,146,S348,35-44,"Chicago, USA",Male,37.37,Standard,1.54,No,62
P9123,Cookbooks,Books,261.6,25,5,288,S174,55+,"Houston, USA",Male,3.89,Standard,14.35,No,60
P2269,T-shirt,Apparel,1307.7,5,8,171,S748,25-34,"Tokyo, Japan",Male,37.73,Overnight,15.43,Yes,4
P9871,Shorts,Apparel,1079.37,5,8,476,S512,45-54,"Cape Town, South Africa",Male,15.18,Standard,18.77,No,42
P6102,Skirt,Apparel,1266.8,10,15,127,S417,35-44,Singapore,Female,37.45,Express,18.3,No,69
P1133,Dress,Apparel,1959.39,15,8,362,S687,55+,"Phoenix, USA",Male,37.89,Overnight,1.29,Yes,98
P2319,Socks,Apparel,1963.68,10,12,295,S739,45-54,"New York, USA",Non-Binary,16.75,Standard,14.64,No,62
P5653,Shirt,Apparel,946.48,20,5,252,S466,55+,"Paris, France",Male,8.3,Overnight,15.33,Yes,71
P2760,Toaster,Home Appliances,1927.07,10,10,379,S316,25-34,"Houston, USA",Female,27.34,Overnight,7.27,No,51
P5923,Jacket,Apparel,926.33,5,8,32,S684,18-24,"Mumbai, India",Non-Binary,24.65,Express,6.83,Yes,34
P4890,Skirt,Apparel,60.9,5,15,53,S910,25-34,"Tokyo, Japan",Non-Binary,11.47,Standard,14.28,No,40
P7967,Formal Shoes,Footwear,830.29,10,12,429,S886,55+,"Sydney, Australia",Female,2.24,Overnight,8.22,Yes,8
P9776,Dress,Apparel,1183.36,10,12,497,S925,45-54,"Houston, USA",Non-Binary,13.93,Express,14.72,Yes,30
P5462,Jacket,Apparel,849.03,15,8,112,S133,25-34,"London, UK",Male,20.63,Standard,11.62,No,27
P8344,Heels,Footwear,1240.35,15,8,318,S932,45-54,"Dubai, UAE",Female,23.55,Standard,4.24,No,70
P4311,Refrigerator,Home Appliances,1022.18,5,12,329,S329,35-44,"Tokyo, Japan",Female,10.93,Standard,4.64,No,53
P8743,Toaster,Home Appliances,309.28,20,15,328,S515,45-54,"Houston, USA",Non-Binary,0.61,Standard,12.72,Yes,43
P7452,Microwave,Home Appliances,1512.17,5,12,318,S697,25-34,"Mumbai, India",Male,13.01,Overnight,18.74,No,96
P9835,Headphones,Electronics,49.54,10,15,349,S369,45-54,"Los Angeles, USA",Female,5.57,Express,1.61,Yes,83
P4053,Skirt,Apparel,1312.31,5,10,108,S135,25-34,"London, UK",Non-Binary,47.87,Standard,9.55,Yes,43
P7588,Textbooks,Books,1666.68,15,5,91,S248,55+,"Mumbai, India",Male,29.62,Overnight,3.4,Yes,86
P2252,Flats,Footwear,1220.91,5,5,57,S379,55+,"London, UK",Non-Binary,3.51,Express,1.61,No,48
P2527,Smartphone,Electronics,665.5,20,15,93,S396,25-34,"Cape Town, South Africa",Female,24.26,Express,3.05,No,97
P6052,Blender,Home Appliances,1950.16,20,12,363,S188,55+,Singapore,Non-Binary,39.12,Overnight,5.29,No,34
P4349,Washing Machine,Home Appliances,1934.34,20,5,40,S637,35-44,"Phoenix, USA",Female,19.65,Express,12.03,Yes,45
P1551,Comics,Books,1491.6,5,5,69,S591,45-54,Singapore,Male,0.34,Express,17.98,Yes,68
P7747,Slippers,Footwear,1934.37,20,15,178,S388,35-44,"Chicago, USA",Female,30.18,Express,8.8,Yes,36
P4882,Flats,Footwear,1068.23,20,5,170,S547,25-34,"Berlin, Germany",Male,5.23,Express,18.34,Yes,38
P9543,Skirt,Apparel,1312.58,0,15,46,S131,35-44,"Los Angeles, USA",Non-Binary,26.25,Overnight,4.54,No,61
P8266,Smartwatch,Electronics,783.18,25,15,277,S887,18-24,"London, UK",Male,40.03,Express,12.16,No,37
P7474,Formal Shoes,Footwear,1985.24,15,10,328,S238,55+,"Toronto, Canada",Non-Binary,32.7,Overnight,7.91,Yes,23
P3116,Blender,Home Appliances,146.99,10,8,323,S658,35-44,"Berlin, Germany",Female,21.92,Express,13.33,Yes,85
P3351,Speaker,Electronics,178.11,5,12,499,S735,55+,"Sydney, Australia",Female,15.43,Overnight,5.1,Yes,74
P9701,Headphones,Electronics,1134.31,25,15,309,S211,45-54,"Tokyo, Japan",Female,40.87,Express,12.3,Yes,72
P3544,Microwave,Home Appliances,1142.76,5,10,341,S594,18-24,"Paris, France",Non-Binary,36.88,Standard,5.36,No,90
P3916,Jeans,Apparel,1065.84,25,15,197,S161,25-34,"Berlin, Germany",Non-Binary,37.24,Overnight,2.23,Yes,20
P2564,Jacket,Apparel,1841.33,20,8,336,S876,45-54,"Toronto, Canada",Male,36.28,Standard,12.29,No,91
P6427,Hiking Shoes,Footwear,1293.12,15,15,120,S920,18-24,"Tokyo, Japan",Female,27.79,Express,18.19,No,15
P6028,Microwave,Home Appliances,1649.02,0,8,142,S840,25-34,"Sydney, Australia",Female,38.76,Overnight,6.4,No,43
P4962,Dress,Apparel,219.21,5,15,358,S523,55+,"Dubai, UAE",Female,15.44,Standard,6.09,Yes,57
P6482,Hiking Shoes,Footwear,1749.66,0,15,292,S805,45-54,"Cape Town, South Africa",Female,17.25,Standard,8.01,No,70
P2506,Magazines,Books,640.1,25,5,457,S739,55+,"Berlin, Germany",Male,3.05,Overnight,18.64,No,87
P9853,Comics,Books,1751.82,15,8,261,S219,35-44,"Toronto, Canada",Male,26.38,Overnight,10.73,Yes,100
P5265,Graphic Novels,Books,1523.17,25,5,3,S430,25-34,"Berlin, Germany",Non-Binary,21.24,Overnight,8.41,No,54
P9550,Toaster,Home Appliances,1367.9,25,12,196,S992,55+,"Chicago, USA",Male,28.66,Express,10.53,No,23
P2776,Smartphone,Electronics,1369.36,0,5,370,S703,35-44,"Chicago, USA",Female,4.63,Overnight,13.69,No,78
P7358,Dishwasher,Home Appliances,1101.75,10,10,69,S943,25-34,"London, UK",Male,40.77,Overnight,15.84,No,46
P9601,Smartwatch,Electronics,1893.73,20,15,219,S472,25-34,"Cape Town, South Africa",Male,9.43,Overnight,16.25,Yes,16
P6628,Formal Shoes,Footwear,1896.31,10,5,359,S198,18-24,"Cape Town, South Africa",Male,15.9,Standard,6.57,No,35
P6929,Microwave,Home Appliances,1501.55,15,8,418,S261,55+,"Mumbai, India",Female,8.48,Standard,3.11,No,53
P7359,Slippers,Footwear,246.05,0,5,327,S669,55+,"Chicago, USA",Male,20.43,Express,16.75,Yes,8
P7486,Blender,Home Appliances,836.16,15,10,79,S358,55+,"Phoenix, USA",Female,21.42,Overnight,14.49,Yes,92
P9014,Boots,Footwear,1808.52,10,8,29,S608,45-54,Singapore,Non-Binary,15.83,Express,5.03,Yes,11
P6325,Monitor,Electronics,1000.04,0,5,174,S583,45-54,Singapore,Male,21.7,Express,17.45,No,64
P6148,Sandals,Footwear,821.96,0,15,155,S713,25-34,"Paris, France",Male,40.31,Standard,14.4,No,54
P9206,Flats,Footwear,1840.04,15,8,409,S423,25-34,"London, UK",Non-Binary,25.37,Standard,17.48,Yes,32
P6663,Flats,Footwear,379.9,25,12,50,S709,35-44,"Sydney, Australia",Non-Binary,20.76,Standard,7.33,Yes,5
P6991,Graphic Novels,Books,1471.12,0,5,221,S102,35-44,"Sydney, Australia",Male,9.89,Express,6.48,No,43
P9022,Magazines,Books,872.16,10,15,102,S352,25-34,"Houston, USA",Female,49.09,Express,9.16,No,75
P2612,Shirt,Apparel,1965.86,10,12,339,S134,35-44,"Toronto, Canada",Non-Binary,21.88,Express,19.09,No,76
P6369,Camera,Electronics,296.66,15,5,349,S445,35-44,"Berlin, Germany",Female,19.35,Overnight,6.75,No,78
P3029,Running Shoes,Footwear,114.95,10,5,58,S454,25-34,"Los Angeles, USA",Male,11.24,Standard,4.31,Yes,64
P3831,Headphones,Electronics,1803.31,5,8,438,S818,55+,"Chicago, USA",Non-Binary,25.09,Standard,11.42,Yes,57
P8173,Flats,Footwear,1864.55,0,10,354,S853,45-54,Singapore,Male,2.08,Express,10.88,Yes,78
P3185,Air Conditioner,Home Appliances,1007.56,0,8,224,S179,18-24,"Berlin, Germany",Non-Binary,6.95,Standard,19,No,55
P5913,Vacuum Cleaner,Home Appliances,471.07,10,10,168,S675,25-34,"Houston, USA",Non-Binary,9.42,Standard,6.94,No,88
P3765,Washing Machine,Home Appliances,1748.21,20,10,185,S996,18-24,"Los Angeles, USA",Male,32.76,Overnight,5.03,Yes,35
P2689,Refrigerator,Home Appliances,830.7,15,15,471,S558,18-24,Singapore,Male,18.51,Standard,19.33,No,37
P6156,Magazines,Books,458.51,20,8,442,S442,25-34,"Houston, USA",Female,6,Overnight,12.14,No,3
P9730,Vacuum Cleaner,Home Appliances,810.07,5,10,135,S352,35-44,"Tokyo, Japan",Female,25.92,Express,7.73,Yes,24
P5632,Shorts,Apparel,1321.81,10,12,297,S267,45-54,"Toronto, Canada",Female,45.31,Express,16.84,No,99
P1263,Vacuum Cleaner,Home Appliances,1602.65,15,5,183,S136,55+,Singapore,Male,23.65,Overnight,18.99,Yes,100
P3507,Speaker,Electronics,1014.87,25,10,128,S847,25-34,"Sydney, Australia",Male,19.2,Standard,14.97,No,50
P7602,Sandals,Footwear,382.13,25,8,111,S168,35-44,"Paris, France",Male,46.75,Overnight,4.19,No,15
P9202,Toaster,Home Appliances,707.13,20,5,163,S694,55+,"Cape Town, South Africa",Male,6.25,Standard,5,Yes,51
P2638,Blender,Home Appliances,1055.72,15,12,95,S560,55+,"Chicago, USA",Non-Binary,40.04,Express,5.63,No,25
P9834,Dishwasher,Home Appliances,1874.58,0,10,386,S198,35-44,"Houston, USA",Non-Binary,32.51,Overnight,3.76,Yes,53
P3781,Laptop,Electronics,1781.89,5,15,321,S107,35-44,"Cape Town, South Africa",Female,14.49,Overnight,9.4,Yes,16
P2381,Fiction,Books,1232.28,0,5,47,S200,25-34,"Chicago, USA",Non-Binary,47.37,Overnight,5.78,No,61
P6108,Heels,Footwear,925.55,15,12,213,S948,55+,"Chicago, USA",Male,37.53,Standard,16.86,Yes,0
P6419,Vacuum Cleaner,Home Appliances,1470.41,25,12,420,S814,25-34,"Dubai, UAE",Non-Binary,15.73,Express,8.61,Yes,24
P9379,Hiking Shoes,Footwear,1369.74,20,10,334,S158,45-54,"Paris, France",Female,40.97,Standard,11.54,Yes,75
P9665,Heels,Footwear,229.87,0,12,93,S712,18-24,"Paris, France",Non-Binary,8.07,Standard,17.45,Yes,95
P7082,Magazines,Books,467.54,15,15,244,S920,25-34,"Dubai, UAE",Male,28.19,Overnight,11.56,Yes,100
P4634,Magazines,Books,231.22,15,8,481,S582,45-54,"Chicago, USA",Male,12.82,Express,12.71,No,43
P3739,Sandals,Footwear,315.34,20,5,192,S398,45-54,"New York, USA",Male,36.53,Express,19.88,Yes,4
P3594,Gaming Console,Electronics,858.52,0,8,203,S128,18-24,"Los Angeles, USA",Female,12.91,Standard,7.61,Yes,27
P1320,Flats,Footwear,88.88,10,8,38,S962,45-54,"Sydney, Australia",Non-Binary,17.31,Standard,11.05,Yes,86
P3704,Slippers,Footwear,565.22,0,10,60,S884,45-54,"Dubai, UAE",Female,49.98,Overnight,2.13,Yes,21
P9749,Cookbooks,Books,724.86,10,12,46,S424,45-54,"Toronto, Canada",Male,47.7,Standard,13.59,No,17
P1742,Textbooks,Books,1571.59,15,10,21,S655,35-44,"Paris, France",Female,45.65,Overnight,9.78,Yes,28
P1902,Camera,Electronics,1106.67,5,15,438,S976,45-54,"Sydney, Australia",Male,39.64,Standard,9.32,No,67
P2264,Tablet,Electronics,733.38,25,8,481,S386,18-24,"Berlin, Germany",Male,8.48,Overnight,4.92,No,57
P7168,Tablet,Electronics,650.61,15,5,390,S531,45-54,"Cape Town, South Africa",Female,20.13,Overnight,13.94,Yes,25
P5974,Washing Machine,Home Appliances,1277.2,0,8,484,S287,55+,"Los Angeles, USA",Male,44.18,Overnight,6.67,Yes,58
P8540,Socks,Apparel,1679.01,15,10,38,S455,25-34,Singapore,Female,10.39,Standard,14.16,Yes,20
P4443,Sweater,Apparel,1511.22,25,8,186,S609,55+,"London, UK",Female,12.14,Express,10.28,No,100
P1831,Slippers,Footwear,1912.77,5,12,414,S398,55+,"Dubai, UAE",Female,21.65,Standard,18.58,No,40
P2220,Monitor,Electronics,1984.65,25,10,443,S329,55+,"New York, USA",Non-Binary,16.6,Overnight,13.25,No,97
P3573,Comics,Books,128.51,25,15,130,S277,55+,"Dubai, UAE",Non-Binary,30.55,Overnight,6.14,Yes,83
P6419,Air Conditioner,Home Appliances,1828.05,5,8,9,S922,55+,"Berlin, Germany",Non-Binary,15,Overnight,2.2,Yes,5
P1720,Shorts,Apparel,873.37,20,12,104,S342,45-54,"Tokyo, Japan",Non-Binary,2.14,Overnight,17.58,No,16
P1507,Shorts,Apparel,1314.2,25,12,270,S140,55+,"Los Angeles, USA",Non-Binary,29.02,Standard,15.6,No,48
P5615,Toaster,Home Appliances,490.19,20,8,473,S622,55+,"Phoenix, USA",Female,31.13,Overnight,16.42,No,23
P6333,Toaster,Home Appliances,1019.44,5,5,71,S410,35-44,"Houston, USA",Non-Binary,1.47,Overnight,17.47,Yes,3
P2823,Formal Shoes,Footwear,681.74,20,10,414,S873,35-44,Singapore,Female,26.38,Overnight,8.81,No,42
P7233,Camera,Electronics,1011.4,20,8,494,S945,55+,"Mumbai, India",Non-Binary,41.28,Standard,9.36,No,2
P9271,Biographies,Books,905.06,0,10,344,S336,45-54,"London, UK",Male,2.46,Overnight,9.16,No,4
P1752,Textbooks,Books,1573.6,10,12,186,S579,25-34,"Berlin, Germany",Non-Binary,39.53,Express,1.45,Yes,7
P3307,Air Conditioner,Home Appliances,126.36,5,5,365,S861,25-34,"Cape Town, South Africa",Male,18.3,Express,12.95,No,32
P9132,Microwave,Home Appliances,51.69,15,15,182,S398,25-34,"Mumbai, India",Non-Binary,48.16,Standard,5.17,No,83
P4237,Slippers,Footwear,1316.36,25,5,455,S135,55+,"Cape Town, South Africa",Non-Binary,27.97,Overnight,2.18,Yes,17
P8330,Graphic Novels,Books,1477.11,15,8,182,S339,35-44,"Tokyo, Japan",Female,47.54,Standard,18.27,Yes,70
P2344,Cookbooks,Books,454.91,20,12,288,S898,35-44,"Toronto, Canada",Male,8.4,Overnight,18.56,No,68
P3905,Dishwasher,Home Appliances,622.45,10,5,29,S615,45-54,"Cape Town, South Africa",Female,11.85,Express,15.31,Yes,36
P1644,Speaker,Electronics,1707.01,5,10,135,S885,45-54,"Dubai, UAE",Male,7.8,Overnight,14.12,No,70
P5687,Flats,Footwear,739.49,10,5,180,S615,45-54,"Sydney, Australia",Non-Binary,3.2,Overnight,18.52,Yes,86
P7689,Smartwatch,Electronics,31.5,0,15,244,S805,35-44,"Houston, USA",Female,11.19,Standard,7.93,No,22
P9740,Microwave,Home Appliances,1720.89,20,8,181,S246,25-34,"Houston, USA",Non-Binary,18.63,Overnight,2.56,No,72
P6948,Hiking Shoes,Footwear,1963.11,10,15,441,S317,35-44,"Cape Town, South Africa",Female,0.14,Express,19.41,No,67
P9481,Biographies,Books,1701.27,20,15,196,S235,18-24,"Sydney, Australia",Non-Binary,6.58,Express,3.92,Yes,47
P6336,Vacuum Cleaner,Home Appliances,433.39,15,5,287,S733,25-34,"Phoenix, USA",Male,15.98,Overnight,8.87,Yes,41
P9895,Textbooks,Books,47.25,20,10,42,S210,35-44,"London, UK",Non-Binary,14.18,Standard,16.35,Yes,63
P9467,Headphones,Electronics,1439.44,5,8,299,S803,18-24,"Dubai, UAE",Male,31.95,Standard,18.35,Yes,19
P9197,Textbooks,Books,1562.86,5,8,453,S940,45-54,"Los Angeles, USA",Female,42.89,Standard,5.73,Yes,75
P6567,Refrigerator,Home Appliances,1417.17,5,15,84,S843,55+,"Paris, France",Non-Binary,17.68,Express,14.71,Yes,100
P3518,Dishwasher,Home Appliances,404.66,15,10,64,S360,55+,"Toronto, Canada",Male,0.29,Overnight,3.48,No,48
P6210,Magazines,Books,938.72,15,5,361,S931,35-44,"New York, USA",Female,11,Overnight,17.63,Yes,78
P8303,Laptop,Electronics,562.84,5,10,377,S584,55+,"Paris, France",Male,28.53,Express,4.81,Yes,42
P5465,Non-Fiction,Books,1392.99,25,5,104,S573,25-34,"Mumbai, India",Non-Binary,12.99,Express,14.12,Yes,48
P6621,Graphic Novels,Books,494.82,0,5,253,S431,55+,"Phoenix, USA",Non-Binary,13.8,Express,6.15,No,73
P5678,Flats,Footwear,1660.9,25,8,10,S695,18-24,"Chicago, USA",Male,4.39,Standard,5.5,No,50
P7001,Sweater,Apparel,581.79,15,15,382,S464,25-34,"London, UK",Female,2.38,Standard,4.41,No,65
P1841,Tablet,Electronics,707.67,25,10,461,S180,45-54,"Berlin, Germany",Non-Binary,31.3,Express,6.64,No,67
P3148,Jeans,Apparel,1941.8,5,8,468,S442,55+,"Toronto, Canada",Non-Binary,29.75,Overnight,9.9,No,65
P3689,Headphones,Electronics,1847.16,10,12,102,S856,25-34,"Los Angeles, USA",Non-Binary,26.5,Overnight,18.26,No,80
P1726,Refrigerator,Home Appliances,631.61,5,10,378,S610,18-24,"Phoenix, USA",Male,11.25,Standard,5.28,No,2
P3764,Jeans,Apparel,1138.37,15,8,200,S589,35-44,"Dubai, UAE",Non-Binary,16.42,Express,11.33,Yes,46
P9577,Running Shoes,Footwear,1376.68,0,12,73,S973,45-54,"New York, USA",Female,10.41,Standard,19.24,No,64
P2343,Smartphone,Electronics,367.86,20,5,387,S189,35-44,"Phoenix, USA",Female,35.65,Express,19.79,No,33
P1707,Dishwasher,Home Appliances,1716.25,0,10,480,S562,55+,"Cape Town, South Africa",Non-Binary,18.71,Overnight,15.78,No,69
P4739,Jacket,Apparel,153.17,10,10,3,S497,55+,"Cape Town, South Africa",Male,18.56,Standard,8.82,No,53
P2729,Comics,Books,1469.54,10,10,257,S812,25-34,"London, UK",Female,20.08,Overnight,7.34,Yes,72
P3819,Skirt,Apparel,1516.24,10,12,258,S622,25-34,"Berlin, Germany",Male,1,Overnight,12.63,Yes,11
P5091,Sneakers,Footwear,1185.85,0,5,480,S314,35-44,"Toronto, Canada",Female,27.88,Express,6.16,Yes,58
P8579,Headphones,Electronics,1948.46,15,10,474,S811,45-54,"Phoenix, USA",Female,27.13,Standard,19.47,No,0
P6703,Washing Machine,Home Appliances,976.3,5,8,334,S213,25-34,"Phoenix, USA",Non-Binary,28.94,Overnight,9.13,Yes,38
P1202,Microwave,Home Appliances,572.63,15,12,273,S186,18-24,"London, UK",Male,33.47,Standard,10.65,No,49
P2247,Toaster,Home Appliances,148.33,5,10,34,S732,35-44,"Dubai, UAE",Non-Binary,33.87,Standard,18.71,No,29
P2571,Socks,Apparel,1410.23,5,8,164,S800,45-54,"Berlin, Germany",Male,16.83,Standard,16.73,Yes,48
P5405,Vacuum Cleaner,Home Appliances,1937.61,5,5,208,S735,55+,"Paris, France",Female,34.92,Standard,17.6,Yes,26
P3499,Gaming Console,Electronics,1318.85,5,10,457,S128,55+,"Tokyo, Japan",Female,26.51,Standard,6.51,No,93
P6919,Vacuum Cleaner,Home Appliances,1299.81,20,10,245,S556,18-24,"Paris, France",Male,1.83,Overnight,15.12,Yes,47
P2588,Skirt,Apparel,577.48,20,10,311,S998,45-54,"Phoenix, USA",Male,48.43,Overnight,12.4,Yes,23
P5051,Shorts,Apparel,1103.82,20,12,329,S760,45-54,"Tokyo, Japan",Male,0.57,Express,6.52,No,7
P8975,Boots,Footwear,1113.89,20,10,9,S190,45-54,"New York, USA",Male,38.32,Overnight,19.51,Yes,31
P3816,Smartwatch,Electronics,266.63,5,8,0,S770,35-44,Singapore,Non-Binary,15.53,Express,8.49,Yes,26
P1072,Laptop,Electronics,1861.65,0,15,431,S140,18-24,"Dubai, UAE",Non-Binary,45.46,Standard,2.96,Yes,59
P7100,Graphic Novels,Books,858.13,25,10,141,S344,18-24,"Toronto, Canada",Male,16.09,Overnight,16.66,No,88
P1603,Non-Fiction,Books,1996.7,20,10,498,S279,25-34,"Dubai, UAE",Non-Binary,44.46,Standard,15.8,Yes,50
P4006,Refrigerator,Home Appliances,83.49,25,5,13,S513,35-44,Singapore,Non-Binary,5.09,Overnight,7.37,No,2
P3380,Refrigerator,Home Appliances,1918.09,25,10,114,S600,55+,"Cape Town, South Africa",Non-Binary,2.84,Standard,15.56,Yes,64
P7382,Cookbooks,Books,1042.06,25,15,455,S373,55+,"London, UK",Female,25.43,Standard,2.04,Yes,75
P7063,Laptop,Electronics,1870.89,10,15,359,S824,35-44,"London, UK",Non-Binary,31.23,Overnight,14.63,No,24
P3264,Vacuum Cleaner,Home Appliances,562.18,10,10,269,S831,18-24,"Tokyo, Japan",Female,37.7,Overnight,12.7,No,24
P8902,Shirt,Apparel,723.6,0,8,422,S878,55+,"Chicago, USA",Non-Binary,14.44,Overnight,9.12,Yes,85
P4734,Smartwatch,Electronics,876.25,25,15,90,S179,45-54,"Sydney, Australia",Male,27.43,Express,18.46,Yes,37
P3673,Laptop,Electronics,317.67,20,12,370,S452,25-34,"Dubai, UAE",Male,4.85,Express,1.4,No,30
P5330,Flats,Footwear,840.64,15,10,8,S776,45-54,"Los Angeles, USA",Male,5.62,Express,12.72,Yes,81
P2015,Heels,Footwear,1331.86,15,10,438,S799,25-34,"Sydney, Australia",Female,25.35,Overnight,11.25,No,9
P7108,Jacket,Apparel,1641.91,20,12,115,S101,35-44,"Phoenix, USA",Non-Binary,35.24,Overnight,3.49,No,24
P6278,Jeans,Apparel,448.2,20,10,242,S132,25-34,"Paris, France",Non-Binary,12.76,Overnight,11.69,No,17
P6467,Boots,Footwear,1575.41,0,12,105,S181,25-34,"Toronto, Canada",Non-Binary,8.65,Standard,4.31,Yes,47
P7146,Smartphone,Electronics,164.26,5,8,314,S325,18-24,"Chicago, USA",Non-Binary,22.62,Express,13.89,Yes,56
P6342,Shirt,Apparel,1507.33,10,8,80,S975,35-44,"Los Angeles, USA",Non-Binary,8.04,Standard,7.07,No,25
P6512,Graphic Novels,Books,1064.23,20,12,187,S672,18-24,Singapore,Female,0.37,Express,5.12,No,23
P7224,Headphones,Electronics,1622.11,10,15,460,S424,18-24,"Phoenix, USA",Male,47.72,Express,6.86,No,92
P7628,Hiking Shoes,Footwear,347.93,0,15,238,S504,55+,"Dubai, UAE",Male,14.29,Standard,6.33,Yes,89
P1419,Comics,Books,885.1,10,8,273,S164,25-34,"Phoenix, USA",Non-Binary,48.21,Standard,12.78,No,49
P4118,Hiking Shoes,Footwear,1752.81,15,15,461,S425,25-34,"Phoenix, USA",Non-Binary,11.08,Standard,11.17,Yes,17
P8973,Cookbooks,Books,1932.86,25,12,58,S150,55+,"London, UK",Female,19.12,Standard,7.29,Yes,56
P4025,Non-Fiction,Books,209.46,5,8,38,S906,55+,"Mumbai, India",Male,3.34,Express,4.85,No,72
P1001,Slippers,Footwear,1221.15,15,15,40,S566,18-24,"Paris, France",Female,38.48,Overnight,11.93,No,86
P7877,Boots,Footwear,1678.63,5,8,292,S663,45-54,"Phoenix, USA",Female,26,Standard,9.56,Yes,74
P8812,Non-Fiction,Books,501.72,15,10,187,S654,45-54,"Tokyo, Japan",Non-Binary,46.7,Standard,1.37,Yes,25
P7555,Dishwasher,Home Appliances,289.67,0,12,375,S238,25-34,"Paris, France",Male,7.05,Express,5.11,Yes,26
P9056,Monitor,Electronics,1598.62,0,5,97,S523,55+,"Dubai, UAE",Non-Binary,30.23,Express,6.92,Yes,77
P1904,Monitor,Electronics,1566.66,25,5,168,S822,45-54,"Berlin, Germany",Male,28.16,Overnight,3.28,No,87
P1200,Skirt,Apparel,391.53,10,15,492,S613,45-54,"Berlin, Germany",Non-Binary,34.75,Standard,11.49,Yes,84
P5804,Formal Shoes,Footwear,1632.58,20,15,163,S873,35-44,"Mumbai, India",Non-Binary,12.02,Express,3.94,No,8
P3982,Hiking Shoes,Footwear,1300.94,10,12,462,S817,25-34,"Tokyo, Japan",Non-Binary,8.02,Overnight,7.71,Yes,45
P2963,Comics,Books,1856.43,0,10,434,S819,55+,"Berlin, Germany",Female,47.48,Standard,13.76,No,59
P5814,Formal Shoes,Footwear,1154.99,5,8,4,S744,55+,"New York, USA",Female,3.77,Standard,6.05,No,28
P9940,Blender,Home Appliances,748.09,10,15,203,S583,18-24,"New York, USA",Non-Binary,35.7,Standard,7.76,No,11
P6224,Dress,Apparel,1628.23,5,8,61,S167,35-44,"Berlin, Germany",Male,4.12,Overnight,16.91,Yes,40
P7263,Comics,Books,1831.93,5,10,322,S631,18-24,"London, UK",Non-Binary,42.28,Express,18.5,Yes,73
P9545,Formal Shoes,Footwear,1265.34,5,15,47,S984,55+,"London, UK",Non-Binary,5.68,Standard,7.77,No,12
P5088,Gaming Console,Electronics,1098.22,25,15,277,S477,35-44,"Mumbai, India",Non-Binary,25,Express,15.39,Yes,93
P3375,Biographies,Books,1306.61,5,10,433,S804,18-24,Singapore,Female,28.63,Express,2.77,Yes,56
P9654,Fiction,Books,973.79,25,10,254,S999,45-54,"Los Angeles, USA",Non-Binary,42.08,Overnight,7.86,No,41
